"origin","destination","distance"
2,13,2083.45296786472
3,13,413.418598035715
4,13,172.320798794981
5,13,2415.91663032453
6,13,729.265966711045
7,13,492.110921279504
8,13,382.429632198663
9,13,489.778930881787
10,13,508.322552767214
11,13,1486.54759040783
12,13,1826.31406832722
13,13,0
14,13,1781.66818363629
15,13,81.0048612974877
16,13,1866.5867049331
17,13,489.778930881787
18,13,159.950684310342
19,13,508.322515154475
20,13,2032.95628877892
21,13,677.006181184099
22,13,1773.90035124723
23,13,151.551161192438
24,13,41.3864400998448
25,13,2229.53886936667
26,13,151.551161192438
27,13,1180.85747062998
28,13,592.001505607748
29,13,679.44763298307
30,13,1025.02317758323
31,13,1850.07111228917
32,13,178.610908468303
33,13,501.747655669189
34,13,485.479098734516
35,13,1411.24861157996
36,13,1142.95260021934
37,13,2017.41479837775
38,13,2015.62344958127
39,13,625.398193028608
40,13,1510.06657628626
41,13,511.083200783845
42,13,197.541762128341
43,13,1583.46207036574
44,13,1812.61132421279
45,13,597.345158302264
46,13,2046.80987451067
47,13,1149.07773808844
48,13,1751.30348619605
49,13,613.931693430655
50,13,526.943217573909
51,13,1363.94882115633
52,13,179.775456219775
53,13,1811.01040476647
54,13,1054.47683576735
55,13,1590.547191735
1,14,110.234289814249
2,14,515.237041158283
3,14,1403.87361130236
4,14,1933.13504154071
5,14,1477.25983201042
6,14,1492.80362979416
7,14,1329.77260192272
8,14,2024.68068017066
9,14,2195.50571716263
10,14,1322.12189206166
11,14,824.7577120814
12,14,93.3549999297528
13,14,1781.66818363629
14,14,0
15,14,1822.64649142705
16,14,121.620018520747
17,14,2195.50571716263
18,14,1884.00937326727
19,14,1322.12191170693
20,14,969.518949969321
21,14,2357.7075691437
22,14,72.9542554364552
23,14,1652.99311316611
24,14,1753.89409591055
25,14,651.923553812254
26,14,1652.99311316611
27,14,744.049107517568
28,14,1306.83208070813
29,14,2090.62595479987
30,14,951.801285752664
31,14,113.029487201923
32,14,1870.41103844191
33,14,1324.35119736556
34,14,2144.71063476819
35,14,372.928502684618
36,14,745.619356185604
37,14,349.878626295092
38,14,328.973381237342
39,14,2066.33069066226
40,14,472.904043597268
41,14,1848.2851731847
42,14,1625.50424783859
43,14,921.058136458748
44,14,35.2590872152819
45,14,2181.70322472247
46,14,337.262524741655
47,14,1144.97901585551
48,14,1098.88833586754
49,14,2085.12294108814
50,14,2149.98778220283
51,14,1294.11686980504
52,14,1837.42524066035
53,14,1109.6047405299
54,14,1172.19787481792
55,14,395.935222314778
1,15,1893.04235765487
2,15,2138.40666758256
3,15,478.672326752216
4,15,110.975483570085
5,15,2404.74425606271
6,15,697.158202791044
7,15,556.060189742327
8,15,301.929192808797
9,15,417.412856606987
10,15,573.484265591336
11,15,1555.0721457664
12,15,1864.03118409378
13,15,81.0048612974877
14,15,1822.64649142705
15,15,0
16,15,1910.80077008682
17,15,417.412856606987
18,15,80.7619613908305
19,15,573.484225769931
20,15,2035.09172802802
21,15,603.80376447665
22,15,1811.99412933795
23,15,225.331033610242
24,15,78.7111032894018
25,15,2285.69758053511
26,15,225.331033610242
27,15,1241.1831923164
28,15,663.363315852433
29,15,600.242017232703
30,15,1091.707246386
31,15,1894.41952391179
32,15,97.6880258288462
33,15,566.278199123462
34,15,407.474114871719
35,15,1450.67877696207
36,15,1201.51038421931
37,15,2067.404560711
38,15,2064.69148318671
39,15,545.98712358498
40,15,1566.41726523026
41,15,442.536920549798
42,15,273.164269136732
43,15,1582.51555172276
44,15,1854.22309534767
45,15,516.88085850189
46,15,2095.02434738057
47,15,1224.83570012965
48,15,1742.72341121446
49,15,533.769398098768
50,15,447.230186155534
51,15,1341.947391133
52,15,102.990528615992
53,15,1802.71974410587
54,15,1130.36302537344
55,15,1645.07455006957
1,16,17.817906865471
2,16,397.900424749377
3,16,1479.86770750355
4,16,2021.64022842074
5,16,1560.01879560464
6,16,1605.35752924466
7,16,1404.02325717452
8,16,2121.78115662046
9,16,2290.80721919698
10,16,1394.96378568609
11,16,805.435575659904
12,16,176.592695688167
13,16,1866.5867049331
14,16,121.620018520747
15,16,1910.80077008682
16,16,0
17,16,2290.80721919698
18,16,1974.42266469244
19,16,1394.96380828252
20,16,1060.81232966459
21,16,2455.96132871091
22,16,185.812283415778
23,16,1733.97838277734
24,16,1840.32764105081
25,16,531.272593673781
26,16,1733.97838277734
27,16,783.261389830787
28,16,1370.76780120836
29,16,2198.0061671613
30,16,992.272791227367
31,16,16.8556577217347
32,16,1962.25836165401
33,16,1397.87427804235
34,16,2242.43146986345
35,16,471.365183671348
36,16,792.870234709859
37,16,228.830716707725
38,16,207.389665617679
39,16,2172.35369606913
40,16,476.504107540898
41,16,1953.72323939814
42,16,1704.31734856302
43,16,1038.61467914964
44,16,88.7973955693281
45,16,2283.57725942982
46,16,216.595857795622
47,16,1158.72249521182
48,16,1211.18553243492
49,16,2190.33610755985
50,16,2249.6666691606
51,16,1415.58890211609
52,16,1930.05045768521
53,16,1219.343252926
54,16,1195.17241677105
55,16,387.997025617266
1,17,2273.2344264768
2,17,2539.65069314389
3,17,895.466543728431
4,17,319.144779060989
5,17,2589.29092370141
6,17,864.977072982402
7,17,972.104467249223
8,17,177.480069158405
9,17,0
10,17,990.020160761354
11,17,1972.20874345676
12,17,2228.45486949964
13,17,489.778930881787
14,17,2195.50571716263
15,17,417.412856606987
16,17,2290.80721919698
17,17,0
18,17,338.799297044233
19,17,990.020120138538
20,17,2281.33355391224
21,17,187.338099873406
22,17,2177.75992570597
23,17,640.778167401154
24,17,496.115865978452
25,17,2688.76144680265
26,17,640.778167401154
27,17,1652.26491243769
28,17,1080.52138712528
29,17,402.219169435831
30,17,1508.27433198274
31,17,2274.81785180337
32,17,339.198852887512
33,17,982.563070996975
34,17,86.6546806857442
35,17,1822.79399344866
36,17,1610.59260452509
37,17,2459.36369634464
38,17,2454.75007605152
39,17,360.095354347972
40,17,1971.31768948706
41,17,455.867828302409
42,17,687.31752852504
43,17,1825.84737684549
44,17,2228.41522295432
45,17,202.965224348259
46,17,2483.16767564597
47,17,1638.36449732161
48,17,1951.03424958733
49,17,328.186246857394
50,17,138.094402101217
51,17,1504.00641219699
52,17,366.239237343275
53,17,2010.83944869684
54,17,1543.71061538387
55,17,2046.82058588311
1,18,1956.70829521488
2,18,2209.16233146204
3,18,556.691174909012
4,18,65.6021891273528
5,18,2420.24472719102
6,18,697.373886539463
7,18,633.343009809493
8,18,222.830352423421
9,18,338.799297044233
10,18,651.220870832491
11,18,1633.46701164364
12,18,1922.93389158481
13,18,159.950684310342
14,18,1884.00937326727
15,18,80.7619613908305
16,18,1974.42266469244
17,18,338.799297044233
18,18,0
19,18,651.220830211544
20,18,2063.79852498932
21,18,524.389187901461
22,18,1871.23369264113
23,18,306.035505598699
24,18,158.478359282089
25,18,2357.15714600867
26,18,306.035505598699
27,18,1315.67282699361
28,18,743.166049311137
29,18,531.884939705157
30,18,1169.48059745066
31,18,1958.1505519103
32,18,36.0892484728239
33,18,643.775159745449
34,18,326.712248888383
35,18,1511.37177729939
36,18,1275.0535351406
37,18,2134.93510012719
38,18,2131.59706025262
39,18,477.255492105429
40,18,1638.35639663719
41,18,398.022476245966
42,18,353.923607167571
43,18,1609.20686934993
44,18,1916.01821668846
45,18,437.589292133559
46,18,2161.3257315482
47,18,1305.50222587446
48,18,1761.78261550057
49,18,462.577465657323
50,18,367.017865597102
51,18,1348.63589809309
52,18,68.9793698194263
53,18,1821.93882370893
54,18,1211.0492761384
55,18,1715.83384276005
1,19,1377.1952259039
2,19,1583.30377816052
3,19,94.9769888891118
4,19,679.353597780994
5,19,2202.02296473168
6,19,790.6876165952
7,19,21.3655663719201
8,19,853.918087036094
9,19,990.020120138538
10,19,0.0000459850660975032
11,19,982.470898010093
12,19,1378.38971565238
13,19,508.322515154475
14,19,1322.12191170693
15,19,573.484225769931
16,19,1394.96380828252
17,19,990.020120138538
18,19,651.220830211544
19,19,0
20,19,1752.70833651004
21,19,1175.0701713305
22,19,1325.30809347221
23,19,359.409507348098
24,19,494.993227863137
25,19,1727.16949593848
26,19,359.409507348098
27,19,674.775450380107
28,19,120.195325651824
29,19,1076.77549128839
30,19,518.288238961825
31,19,1378.16474284726
32,19,653.723964637899
33,19,9.8036910247065
34,19,970.636856709306
35,19,964.715686437838
36,19,639.610474757296
37,19,1528.12206479821
38,19,1528.69855325342
39,19,1029.69014111845
40,19,1008.986772837
41,19,841.002392123335
42,19,320.487642114171
43,19,1339.51280004592
44,19,1350.40660085806
45,19,1060.57315766651
46,19,1562.00012495872
47,19,682.086766188634
48,19,1544.35526923094
49,19,1030.67478603175
50,19,1000.76898094563
51,19,1266.02204954419
52,19,633.057733998335
53,19,1599.59288939762
54,19,591.30056998323
55,19,1092.71094503412
1,20,1059.75644025112
2,20,1437.89485136627
3,20,1794.75623131093
4,20,2127.57463113294
5,20,518.814851067831
6,20,1418.52523509738
7,20,1748.05997208775
8,20,2106.94218119138
9,20,2281.33355391224
10,20,1752.70834304106
11,20,1720.30805859078
12,20,887.005226610226
13,20,2032.95628877892
14,20,969.518949969321
15,20,2035.09172802802
16,20,1060.81232966459
17,20,2281.33355391224
18,20,2063.79852498932
19,20,1752.70833651004
20,20,0
21,20,2389.37074191373
22,20,897.325351457538
23,20,1960.25595292135
24,20,1993.74399542516
25,20,1540.0254132461
26,20,1960.25595292135
27,20,1481.31713143757
28,20,1804.09452801305
29,20,2013.5576276483
30,20,1641.86990556054
31,20,1062.42236313624
32,20,2035.86512190752
33,20,1749.29595848954
34,20,2205.03890262391
35,20,1006.113846883
36,20,1450.44490514745
37,20,1260.16963361848
38,20,1231.98044488283
39,20,2014.92274129279
40,20,1363.17302539987
41,20,1835.96978623248
42,20,1956.47633383607
43,20,456.156198524789
44,20,986.662387522206
45,20,2180.71478366626
46,20,1216.04624690799
47,20,1917.43241164409
48,20,378.029840024688
49,20,2044.48964918324
50,20,2183.47138661323
51,20,840.742433898898
52,20,1998.4488281487
53,20,332.848224281886
54,20,1905.61621334285
55,20,1317.0775728656
1,21,2438.51399204071
2,21,2714.6127903513
3,21,1080.79934283543
4,21,506.45819127243
5,21,2668.65283967033
6,21,972.644052661544
7,21,1156.83170991389
8,21,335.461660804973
9,21,187.338099873406
10,21,1175.07021252425
11,21,2157.52963197188
12,21,2386.85110433095
13,21,677.006181184099
14,21,2357.7075691437
15,21,603.80376447665
16,21,2455.96132871091
17,21,187.338099873406
18,21,524.389187901461
19,21,1175.0701713305
20,21,2389.37074191373
21,21,0
22,21,2336.90721862119
23,21,827.823485391358
24,21,682.416487611527
25,21,2864.54809043967
26,21,827.823485391358
27,21,1833.37455930092
28,21,1267.15924419296
29,21,409.593080819566
30,21,1693.05004196883
31,21,2440.18730186572
32,21,521.919877846281
33,21,1167.43913127081
34,21,213.937975165039
35,21,1985.95849841976
36,21,1790.69902113008
37,21,2629.78700723832
38,21,2624.26613314485
39,21,388.513308935492
40,21,2148.8094742295
41,21,554.733309950288
42,21,874.523395926434
43,21,1936.94990095183
44,21,2391.11500177788
45,21,210.866643487482
46,21,2651.7226586499
47,21,1825.70195166954
48,21,2046.34118521659
49,21,355.717251826749
50,21,211.948319106172
51,21,1587.40497210206
52,21,545.995973077009
53,21,2105.39441797632
54,21,1731.04856928812
55,21,2222.6310812933
1,22,177.635787574786
2,22,583.378627644657
3,22,1404.33588123028
4,22,1921.99224560902
5,22,1406.3005834263
6,22,1456.32835744051
7,22,1331.84374260871
8,22,2005.38708715423
9,22,2177.75992570597
10,22,1325.30807616208
11,22,881.116217943892
12,22,53.0819412227423
13,22,1773.90035124723
14,22,72.9542554364552
15,22,1811.99412933795
16,22,185.812283415778
17,22,2177.75992570597
18,22,1871.23369264113
19,22,1325.30809347221
20,22,897.325351457538
21,22,2336.90721862119
22,22,0
23,22,1648.78247815916
24,22,1744.8734975621
25,22,716.51251925012
26,22,1648.78247815916
27,22,773.459242185372
28,22,1316.66033785964
29,22,2060.15941500472
30,22,978.723564837897
31,22,180.493427752334
32,22,1856.34571734497
33,22,1327.0050106299
34,22,2124.65906754069
35,22,363.297068202171
36,22,770.160933362641
37,22,414.010217716718
38,22,391.235828379876
39,22,2037.4876140266
40,22,523.966687521104
41,22,1820.36962378087
42,22,1623.12480206618
43,22,852.820786708673
44,22,97.9846177878697
45,22,2157.34439099921
46,22,394.915881424344
47,22,1185.42905454434
48,22,1027.62056810555
49,22,2057.1911031275
50,22,2127.95393360279
51,22,1233.37132253079
52,22,1822.69147479079
53,22,1037.57803674497
54,22,1207.78951171984
55,22,452.995863571174
1,23,1716.16059051743
2,23,1939.84551493354
3,23,265.093458933376
